meal,parking,room_type,lead_time,market,repeated,canceled_book,price,special_requests,num of people,nights,output
Meal Plan 1,0,Room_Type 4,68,Online,0,0,118,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 2,130,Online,0,0,102,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,79,Online,0,0,96,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,12,Offline,0,0,79,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,79,0,2,3,Not_Canceled
Meal Plan 1,1,Room_Type 1,3,Corporate,0,0,148,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,188,Offline,0,0,130,0,1,2,Canceled
Meal Plan 1,0,Room_Type 4,45,Online,0,0,151,0,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,206,Online,0,0,102,4,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 5,5,Corporate,0,0,143,1,2,5,Canceled
Meal Plan 1,0,Room_Type 1,128,Offline,0,0,80,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,48,Offline,0,0,130,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,48,Online,0,0,109,0,2,6,Canceled
Meal Plan 1,1,Room_Type 1,156,Offline,0,0,81,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,219,Offline,0,0,76,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Offline,0,0,110,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,3,Online,0,0,104,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,119,Offline,0,0,83,0,1,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,109,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,103,Offline,0,0,80,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,61,Online,0,0,120,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 4,35,Online,0,0,149,1,3,2,Canceled
Meal Plan 1,0,Room_Type 6,20,Online,0,0,147,0,2,4,Not_Canceled
Not Selected,0,Room_Type 1,30,Online,0,0,125,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,166,Online,0,0,96,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,118,Offline,0,0,110,0,1,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,38,Offline,0,0,81,1,1,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,13,Offline,0,0,96,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,81,Online,0,0,146,1,1,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,41,Offline,0,0,65,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Offline,0,0,135,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,70,Online,0,0,96,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,213,Online,0,0,110,0,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,20,Online,0,0,63,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,179,Online,0,0,90,1,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,26,Offline,0,0,87,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,57,Offline,0,0,90,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,90,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Offline,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Offline,0,0,60,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,143,1,1,1,Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,152,1,2,1,Not_Canceled
Not Selected,0,Room_Type 1,37,Online,0,0,72,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,45,Online,0,0,98,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,6,Online,0,0,100,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,13,Offline,0,0,64,1,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,138,Online,0,0,142,0,3,2,Canceled
Not Selected,0,Room_Type 4,10,Online,0,0,113,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 4,8,Online,0,0,99,1,2,6,Not_Canceled
Not Selected,0,Room_Type 1,91,Online,0,0,116,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,7,Online,0,0,66,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,76,Online,0,0,93,1,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,80,Offline,0,0,100,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,104,Offline,0,0,75,0,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,160,Offline,0,0,115,1,2,2,Canceled
Meal Plan 1,0,Room_Type 1,45,Online,0,0,93,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,135,Online,0,0,79,1,2,5,Canceled
Meal Plan 1,0,Room_Type 1,181,Offline,0,0,120,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,37,Online,0,0,94,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,31,Online,0,0,117,0,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,205,Offline,0,0,69,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,6,Offline,0,0,75,0,1,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,105,Offline,0,0,75,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,74,Online,0,0,99,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,67,Offline,0,0,75,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,2,Online,0,0,103,0,1,1,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,149,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,34,Online,0,0,125,2,2,3,Not_Canceled
Not Selected,0,Room_Type 1,40,Online,0,0,102,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,150,2,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,162,Offline,0,0,70,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,12,Online,0,0,95,1,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,3,Online,0,0,130,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,18,Online,0,0,131,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,212,Online,0,0,129,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,46,Online,0,0,105,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,35,Online,0,0,118,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,58,Offline,0,0,61,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,127,Offline,0,0,90,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,61,Online,0,0,93,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,105,Offline,0,0,75,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,29,Online,0,0,96,2,2,3,Not_Canceled
Not Selected,0,Room_Type 1,87,Online,0,0,85,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,204,Online,0,0,73,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,5,Offline,0,0,64,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,126,Online,0,0,118,0,2,3,Canceled
Not Selected,0,Room_Type 1,44,Online,0,0,108,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,13,Online,0,0,75,0,1,10,Not_Canceled
Meal Plan 1,0,Room_Type 1,27,Offline,0,0,108,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,56,Online,0,0,65,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,2,Offline,0,0,70,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,54,Online,0,0,109,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,41,Corporate,0,0,85,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,31,Offline,0,0,85,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,86,Online,0,0,73,1,2,4,Not_Canceled
Not Selected,0,Room_Type 1,10,Online,0,0,120,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,64,Online,0,0,149,1,2,4,Canceled
Meal Plan 1,0,Room_Type 4,28,Online,0,0,93,0,2,11,Not_Canceled
Meal Plan 1,0,Room_Type 1,198,Offline,0,0,90,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,87,Online,0,0,152,1,3,9,Not_Canceled
Meal Plan 1,0,Room_Type 1,179,Online,0,0,108,1,2,3,Canceled
Not Selected,0,Room_Type 1,70,Online,0,0,97,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,7,Online,0,0,66,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Offline,0,0,95,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,17,Online,0,0,119,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,89,Online,0,0,150,0,3,5,Canceled
Meal Plan 2,0,Room_Type 1,71,Offline,0,0,126,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,57,Online,0,0,125,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,48,Online,0,0,104,0,2,3,Canceled
Not Selected,0,Room_Type 1,207,Online,0,0,98,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,14,Offline,0,0,95,0,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,17,Online,0,0,102,1,2,7,Canceled
Meal Plan 1,0,Room_Type 4,75,Online,0,0,129,0,2,3,Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,101,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,59,Online,0,0,67,1,1,2,Canceled
Not Selected,0,Room_Type 1,4,Online,0,0,134,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,76,Online,0,0,69,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 2,70,Offline,0,0,100,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,22,Online,0,0,89,2,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,49,Online,0,0,89,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,47,Online,0,0,92,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,180,Online,0,0,95,2,3,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,56,Offline,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 2,109,Online,0,0,75,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,5,Online,0,0,105,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,206,Online,0,0,126,2,2,3,Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,95,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Offline,0,0,80,0,2,1,Not_Canceled
Not Selected,0,Room_Type 1,25,Online,0,0,103,2,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,16,Online,0,0,58,1,1,5,Canceled
Meal Plan 1,0,Room_Type 1,101,Offline,0,0,70,0,1,3,Canceled
Meal Plan 2,0,Room_Type 1,206,Online,0,0,132,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,180,Online,0,0,126,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,30,Online,0,0,88,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,40,Online,0,0,128,0,2,3,Canceled
Not Selected,0,Room_Type 1,1,Online,0,0,112,0,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,111,Offline,0,0,72,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,105,Offline,0,0,70,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,28,Offline,0,0,75,0,1,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,13,Offline,0,0,131,0,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 4,124,Online,0,0,137,1,3,3,Canceled
Not Selected,0,Room_Type 1,2,Online,0,0,119,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,64,Online,0,0,137,0,3,1,Not_Canceled
Not Selected,0,Room_Type 1,1,Online,0,0,104,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,138,Online,0,0,90,1,2,4,Canceled
Not Selected,0,Room_Type 1,164,Online,0,0,89,0,2,5,Canceled
Not Selected,0,Room_Type 1,21,Offline,0,0,85,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,213,Offline,0,0,130,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,172,Offline,0,0,95,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,188,Offline,0,0,130,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,57,Online,0,0,148,0,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,6,Online,0,0,126,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,39,Online,0,0,126,1,2,3,Canceled
Meal Plan 1,0,Room_Type 4,16,Online,0,0,88,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,90,Offline,0,0,75,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,107,Online,0,0,92,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,41,Offline,0,0,65,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,116,Offline,0,0,70,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,70,Online,0,0,72,1,1,2,Canceled
Not Selected,0,Room_Type 1,183,Online,0,0,98,0,1,1,Canceled
Meal Plan 1,0,Room_Type 4,104,Online,0,0,142,2,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,159,Online,0,0,99,0,2,8,Canceled
Meal Plan 1,0,Room_Type 1,69,Online,0,0,74,1,1,4,Canceled
Meal Plan 1,0,Room_Type 1,37,Online,0,0,138,2,3,2,Not_Canceled
Not Selected,0,Room_Type 1,25,Online,0,0,139,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,160,Offline,0,0,90,0,2,6,Canceled
Meal Plan 1,0,Room_Type 1,165,Offline,0,0,72,2,2,6,Not_Canceled
Meal Plan 2,0,Room_Type 4,80,Offline,0,0,108,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,142,Online,0,0,122,1,3,7,Not_Canceled
Meal Plan 1,0,Room_Type 4,152,Offline,0,0,80,0,2,14,Canceled
Meal Plan 1,0,Room_Type 1,163,Online,0,0,73,1,1,7,Not_Canceled
Not Selected,0,Room_Type 1,7,Online,0,0,79,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,5,Online,0,0,120,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Offline,0,0,130,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,97,Offline,0,0,112,0,2,5,Not_Canceled
Not Selected,0,Room_Type 1,11,Online,0,0,76,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,27,Online,0,0,104,2,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,12,Offline,0,0,71,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,11,Online,0,0,121,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,179,Online,0,0,113,0,2,4,Canceled
Meal Plan 1,1,Room_Type 4,14,Online,0,0,108,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,53,Offline,0,0,60,1,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,97,Online,0,0,102,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,49,Online,0,0,116,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,3,Online,0,0,139,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,26,Corporate,0,0,65,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,82,Online,0,0,122,2,2,5,Not_Canceled
Not Selected,0,Room_Type 1,6,Online,0,0,128,1,2,5,Not_Canceled
Meal Plan 1,1,Room_Type 1,0,Online,0,0,145,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,95,Online,0,0,119,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,54,Online,0,0,89,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,202,Online,0,0,96,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,178,Online,0,0,88,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,161,Online,0,0,127,1,3,2,Canceled
Meal Plan 1,0,Room_Type 4,31,Online,0,0,154,1,3,2,Not_Canceled
Not Selected,0,Room_Type 1,23,Online,0,0,89,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,179,Online,0,0,104,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,94,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,51,Offline,0,0,96,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,28,Corporate,0,0,100,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,94,Online,0,0,137,2,3,2,Not_Canceled
Not Selected,1,Room_Type 1,24,Online,0,0,148,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,151,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,59,Offline,0,0,85,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,152,Online,0,0,94,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,49,Online,0,0,139,4,2,2,Not_Canceled
Not Selected,0,Room_Type 1,27,Online,0,0,128,0,2,4,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,79,0,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,221,Offline,0,0,73,0,1,1,Not_Canceled
Meal Plan 1,1,Room_Type 1,15,Online,0,0,113,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,166,Online,0,0,90,1,2,4,Not_Canceled
Not Selected,0,Room_Type 1,68,Online,0,0,67,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,72,Online,0,0,105,3,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,45,Online,0,0,55,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 2,116,Online,0,0,113,1,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,192,Offline,0,0,110,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,188,Offline,0,0,130,0,1,2,Canceled
Not Selected,0,Room_Type 1,97,Online,0,0,130,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,86,Online,0,0,81,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,101,1,2,1,Canceled
Meal Plan 1,0,Room_Type 1,55,Online,0,0,135,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,62,Offline,0,0,140,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,146,Online,0,0,116,0,2,6,Canceled
Not Selected,0,Room_Type 1,51,Online,0,0,79,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Online,0,0,120,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,95,0,1,1,Not_Canceled
Not Selected,0,Room_Type 1,37,Online,0,0,125,3,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,60,Online,0,0,83,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,204,Online,0,0,93,2,2,15,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,151,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,93,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,101,Online,0,0,132,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,56,Offline,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,168,Offline,0,0,85,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,18,Online,0,0,81,1,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,95,Offline,0,0,80,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,1,Online,0,0,106,0,1,1,Not_Canceled
Not Selected,0,Room_Type 1,9,Online,0,0,89,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,174,Offline,0,0,130,1,3,3,Canceled
Meal Plan 1,0,Room_Type 1,6,Online,0,0,138,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,59,Offline,0,0,85,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,73,Online,0,0,93,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,44,Offline,0,0,75,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,100,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,159,Offline,0,0,144,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,79,Offline,0,0,103,1,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,153,Online,0,0,105,2,3,1,Canceled
Meal Plan 1,0,Room_Type 1,79,Offline,0,0,75,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Offline,0,0,62,0,1,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,108,Online,0,0,102,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,90,0,1,1,Not_Canceled
Not Selected,0,Room_Type 1,12,Corporate,0,0,95,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,17,Online,0,0,95,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,31,Online,0,0,76,1,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,44,Offline,0,0,75,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,85,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,105,Offline,0,0,75,0,2,1,Canceled
Meal Plan 1,1,Room_Type 1,3,Corporate,0,0,98,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,138,Online,0,0,141,2,3,5,Not_Canceled
Not Selected,0,Room_Type 1,1,Offline,0,0,135,2,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,204,Online,0,0,126,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,41,Offline,0,0,65,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,47,Online,0,0,76,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,213,Offline,0,0,130,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,30,Online,0,0,140,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,45,Online,0,0,106,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,90,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,11,Online,0,0,139,2,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,102,Offline,0,0,101,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,150,Online,0,0,76,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,27,Online,0,0,90,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Corporate,0,0,67,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,50,Online,0,0,87,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,65,1,1,2,Not_Canceled
Not Selected,0,Room_Type 1,7,Online,0,0,79,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Offline,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Offline,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,103,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,167,Offline,0,0,78,0,1,2,Canceled
Not Selected,0,Room_Type 1,1,Online,0,0,68,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,75,Offline,0,0,70,0,1,4,Canceled
Meal Plan 1,0,Room_Type 1,163,Online,0,0,126,2,2,1,Canceled
Meal Plan 1,0,Room_Type 1,151,Offline,0,0,80,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,34,Online,0,0,71,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,178,Online,0,0,112,1,3,3,Canceled
Meal Plan 1,0,Room_Type 1,56,Offline,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,27,Offline,0,0,108,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,19,Online,0,0,130,3,3,5,Not_Canceled
Meal Plan 1,0,Room_Type 4,16,Online,0,0,89,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,167,Offline,0,0,72,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,165,Online,0,0,118,2,2,2,Canceled
Meal Plan 1,0,Room_Type 1,69,Offline,0,0,120,0,1,6,Canceled
Meal Plan 2,0,Room_Type 1,117,Offline,0,0,94,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,65,0,1,4,Canceled
Meal Plan 1,0,Room_Type 1,37,Online,0,0,79,1,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,79,Online,0,0,96,3,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,6,Online,0,0,103,0,2,5,Canceled
Meal Plan 1,1,Room_Type 1,18,Online,0,0,93,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,193,Offline,0,0,120,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,61,Online,0,0,118,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,108,Online,0,0,138,2,3,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,65,Offline,0,0,134,0,2,4,Not_Canceled
Meal Plan 1,1,Room_Type 1,132,Online,0,0,135,3,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,42,Online,0,0,103,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,75,Offline,0,0,80,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,7,Offline,0,0,144,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,110,Online,0,0,89,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,35,Online,0,0,121,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,95,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Offline,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,44,Online,0,0,149,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,138,Offline,0,0,71,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,15,Corporate,0,0,81,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,124,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,31,Offline,0,0,85,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,80,Online,0,0,93,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,35,Online,0,0,88,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,63,Online,0,0,112,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,107,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,96,Online,0,0,94,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,102,Online,0,0,130,2,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,70,Offline,0,0,115,0,3,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,162,Offline,0,0,85,1,2,3,Not_Canceled
